ContractID,CustomerID,ProductType,AssetType,ContractAmount,InterestRate,TenureMonths,PaymentFrequency,CreditScore,Region,Channel,ContractStatus,StartDate,LastPaymentDate,InsuranceType,PremiumAmount,ClaimsCount,CreatedAt,IsDefault,HasClaim
CT000851,CUST84447,Property Insurance,Bike,66565,0,12,Monthly,560,West,Dealer,Active,08-02-2016,27-08-2025,No,0,0,30-08-2016,0,0
CT000852,CUST32553,Operating Lease,Other,27327,0.0376,24,Quarterly,714,North,Branch,Active,29-09-2017,19-11-2025,No,0,0,10-10-2017,1,0
CT000853,CUST23095,Vehicle Insurance,Equipment,733546,0,12,Monthly,691,West,Dealer,Closed,12-02-2022,02-11-2021,No,0,0,26-12-2022,0,0
CT000854,CUST52875,Operating Lease,Other,244947,0.2693,12,Quarterly,520,East,Online,Closed,30-07-2021,28-01-2024,No,0,0,08-09-2021,1,0
CT000855,CUST75726,Vehicle Insurance,Truck,1458263,0,12,Annually,616,East,Online,Closed,08-09-2020,29-03-2023,No,331299.38,1,22-08-2020,0,1
CT000856,CUST29758,Loan,Equipment,496933,0.128,24,Monthly,667,South,Broker,Active,01-05-2017,21-09-2025,Yes,0,0,26-01-2017,0,0
CT000857,CUST23291,Operating Lease,Equipment,1024970,0.02,48,Monthly,764,North,Branch,Defaulted,17-02-2015,24-06-2023,Yes,0,0,03-02-2015,0,0
CT000858,CUST43901,Operating Lease,Equipment,569747,0.1696,36,Quarterly,618,West,MobileApp,Defaulted,26-12-2022,19-02-2025,Yes,0,0,19-01-2023,0,0
CT000859,CUST60262,Operating Lease,Truck,1728803,0.033,84,Quarterly,740,North,MobileApp,Closed,10-10-2020,13-02-2025,Yes,0,0,10-11-2020,0,0
CT000860,CUST25931,Operating Lease,Equipment,402774,0.0841,72,Monthly,695,South,Broker,Closed,14-10-2018,23-11-2023,Yes,0,0,25-10-2018,0,0
CT000861,CUST64664,Loan,Other,141748,0.1669,60,Monthly,630,South,Dealer,Active,30-05-2015,09-12-2025,No,0,0,22-06-2015,0,0
CT000862,CUST28958,Vehicle Insurance,Truck,2088557,0,12,Annually,617,Central,Online,Closed,14-11-2020,27-07-2024,No,0,0,12-04-2020,0,0
CT000863,CUST23254,Vehicle Insurance,Equipment,819605,0,12,Monthly,656,Central,Branch,Active,30-06-2019,16-08-2025,No,0,0,29-07-2019,1,0
CT000864,CUST66811,Operating Lease,Truck,2068202,0.2169,84,Quarterly,562,East,MobileApp,Active,14-10-2022,14-08-2025,Yes,0,0,11-06-2022,0,0
CT000865,CUST34341,Vehicle Insurance,Bike,120531,0,12,Quarterly,667,West,Dealer,Active,21-01-2015,15-10-2025,No,0,0,02-09-2015,0,0
CT000866,CUST93211,Loan,Property,3715674,0.0751,72,Annually,714,South,Branch,Active,24-03-2018,10-08-2025,Yes,0,0,04-08-2018,1,0
CT000867,CUST83093,Loan,Other,126028,0.0645,24,Quarterly,746,South,Online,Active,08-05-2020,18-10-2025,No,0,0,26-08-2020,0,0
CT000868,CUST84883,Vehicle Insurance,Property,5416824,0,12,Monthly,635,East,Online,Active,21-02-2019,16-11-2025,No,0,0,03-11-2019,0,0
CT000869,CUST31854,Loan,Bike,82719,0.2541,72,Monthly,527,East,Online,Defaulted,29-03-2021,18-02-2024,No,0,0,17-04-2021,0,0
CT000870,CUST26186,Loan,Truck,827369,0.2442,60,Annually,557,North,MobileApp,Active,07-01-2019,27-07-2025,Yes,0,0,07-11-2019,1,0
CT000871,CUST57602,Equipment Insurance,Equipment,1305305,0,12,Quarterly,599,East,Online,Active,15-03-2020,28-10-2025,No,0,0,15-03-2020,0,0
CT000872,CUST79817,Operating Lease,Other,157730,0.186,48,Monthly,595,West,Dealer,Defaulted,09-09-2019,01-04-2025,No,0,0,28-09-2019,0,0
CT000873,CUST75976,Loan,Truck,1635183,0.1639,60,Monthly,645,East,Online,Active,11-12-2016,10-03-2025,Yes,0,0,12-01-2016,0,0
CT000874,CUST95736,Operating Lease,Other,400704,0.1337,24,Monthly,650,East,Branch,Closed,09-07-2017,08-02-2023,No,0,0,09-09-2017,1,0
CT000875,CUST14048,Operating Lease,Truck,1294021,0.3113,48,Quarterly,461,East,Branch,Active,25-12-2016,08-04-2025,Yes,0,0,23-01-2017,1,0
CT000876,CUST30875,Loan,Other,162529,0.1562,84,Quarterly,647,West,Branch,Defaulted,23-07-2019,06-10-2025,No,0,0,20-08-2019,0,0
CT000877,CUST80430,Operating Lease,Other,212625,0.1821,36,Quarterly,598,West,Online,Closed,09-02-2015,03-03-2025,No,0,0,24-09-2015,0,0
CT000878,CUST77051,Loan,Property,5416943,0.111,72,Monthly,688,West,Branch,Active,04-02-2016,11-01-2025,Yes,0,0,17-04-2016,0,0
CT000879,CUST37536,Equipment Insurance,Equipment,726085,0,12,Quarterly,626,South,Dealer,Active,29-09-2017,08-11-2025,No,0,0,10-07-2017,0,0
CT000880,CUST84479,Loan,Truck,1113501,0.1872,60,Monthly,611,North,Branch,Closed,28-02-2019,18-05-2021,Yes,0,0,20-03-2019,1,0
CT000881,CUST49943,Vehicle Insurance,Truck,2225363,0,12,Monthly,689,West,Branch,Closed,24-10-2021,15-08-2020,No,0,0,11-02-2021,0,0
CT000882,CUST29446,Equipment Insurance,Property,4116993,0,12,Annually,609,South,Dealer,Closed,21-07-2019,07-08-2024,No,0,0,08-06-2019,0,0
CT000883,CUST51195,Loan,Property,4816639,0.2106,24,Quarterly,592,South,MobileApp,Defaulted,28-05-2020,16-06-2025,Yes,0,0,06-06-2020,0,0
CT000884,CUST37057,Loan,Truck,2555078,0.2959,48,Annually,513,South,Dealer,Active,31-12-2018,18-11-2025,Yes,0,0,26-01-2019,1,0
CT000885,CUST78697,Loan,Bike,110315,0.1728,12,Annually,629,South,Branch,Active,09-09-2020,17-08-2025,No,0,0,09-11-2020,1,0
CT000886,CUST17336,Vehicle Insurance,Other,144309,0,12,Annually,510,East,Branch,Active,19-04-2022,14-11-2025,No,0,0,05-06-2022,0,0
CT000887,CUST46369,Operating Lease,Car,837339,0.1919,24,Monthly,586,West,MobileApp,Active,30-04-2017,21-09-2025,Yes,0,0,28-05-2017,0,0
CT000888,CUST16695,Operating Lease,Car,585787,0.2127,60,Annually,556,North,Branch,Active,30-01-2021,18-11-2025,Yes,0,0,26-02-2021,0,0
CT000889,CUST24617,Operating Lease,Car,907516,0.1515,84,Quarterly,637,East,Dealer,Active,28-10-2017,28-10-2025,Yes,0,0,11-12-2017,0,0
CT000890,CUST77397,Loan,Property,4536393,0.1446,36,Quarterly,661,South,Online,Active,22-08-2020,27-10-2025,Yes,0,0,09-01-2020,0,0
CT000891,CUST76787,Vehicle Insurance,Car,389362,0,12,Monthly,622,North,Branch,Closed,21-12-2019,01-10-2021,No,0,0,28-12-2019,1,0
CT000892,CUST37946,Loan,Bike,115343,0.3419,24,Quarterly,458,South,Dealer,Active,11-01-2021,26-10-2025,No,0,0,11-06-2021,1,0
CT000893,CUST30701,Vehicle Insurance,Equipment,1360645,0,12,Quarterly,744,South,Online,Active,01-08-2018,10-12-2025,No,0,0,17-01-2018,0,0
CT000894,CUST53741,Vehicle Insurance,Car,647286,0,12,Quarterly,650,East,Online,Active,14-07-2019,22-09-2025,No,0,0,08-09-2019,0,0
CT000895,CUST36504,Operating Lease,Equipment,1235983,0.2242,60,Annually,555,South,Online,Closed,27-08-2018,12-06-2021,Yes,0,0,23-09-2018,0,0
CT000896,CUST45908,Equipment Insurance,Property,4062554,0,12,Quarterly,735,South,Online,Active,04-08-2020,21-08-2025,No,0,0,16-04-2020,0,0
CT000897,CUST89522,Loan,Bike,107742,0.3837,36,Quarterly,417,North,Branch,Active,30-11-2019,11-10-2025,No,0,0,23-12-2019,1,0
CT000898,CUST64234,Loan,Truck,1922807,0.115,60,Quarterly,687,East,Online,Closed,09-04-2018,06-01-2022,Yes,0,0,09-04-2018,0,0
CT000899,CUST28411,Operating Lease,Truck,2069798,0.1961,36,Annually,583,Central,Online,Active,24-01-2017,25-10-2025,Yes,0,0,02-01-2017,0,0
CT000900,CUST43470,Operating Lease,Equipment,685701,0.2075,84,Monthly,578,North,Dealer,Active,16-07-2015,10-03-2025,Yes,0,0,29-07-2015,1,0
CT000901,CUST14205,Loan,Car,727060,0.0894,60,Monthly,710,West,Online,Defaulted,11-06-2015,24-02-2024,Yes,0,0,22-11-2015,0,0
CT000902,CUST21498,Loan,Other,492628,0.1137,84,Monthly,689,East,MobileApp,Active,11-01-2019,17-08-2025,No,0,0,11-11-2019,0,0
CT000903,CUST19571,Vehicle Insurance,Equipment,642881,0,12,Monthly,639,South,Online,Active,29-03-2015,17-11-2025,No,0,0,04-08-2015,0,0
CT000904,CUST65987,Loan,Equipment,510024,0.1973,72,Annually,602,Central,Online,Closed,05-01-2022,28-05-2023,Yes,0,0,19-05-2022,0,0
CT000905,CUST30002,Operating Lease,Car,872413,0.1015,60,Monthly,679,North,Branch,Defaulted,06-05-2016,10-03-2024,Yes,0,0,06-11-2016,0,0
CT000906,CUST36437,Vehicle Insurance,Car,1043275,0,12,Annually,742,South,Online,Closed,16-07-2016,07-12-2020,No,0,0,08-08-2016,0,0
CT000907,CUST37339,Vehicle Insurance,Property,4984485,0,12,Monthly,770,East,Online,Active,25-05-2016,14-09-2025,No,0,0,18-06-2016,0,0
CT000908,CUST37477,Operating Lease,Truck,1416613,0.2611,84,Quarterly,531,West,Online,Active,01-07-2016,11-05-2025,Yes,0,0,01-07-2016,0,0
CT000909,CUST59811,Equipment Insurance,Car,704443,0,12,Annually,527,Central,Branch,Active,14-11-2019,28-08-2025,No,0,0,26-11-2019,0,0
CT000910,CUST71782,Loan,Truck,1265893,0.1926,60,Quarterly,595,West,Broker,Active,27-12-2016,23-08-2025,Yes,0,0,28-12-2016,0,0
CT000911,CUST18019,Vehicle Insurance,Truck,1792782,0,12,Annually,599,Central,Dealer,Closed,14-09-2019,11-08-2020,No,0,0,25-09-2019,0,0
CT000912,CUST24338,Operating Lease,Bike,101503,0.0869,36,Quarterly,689,East,Online,Closed,22-12-2021,29-05-2020,No,0,0,14-01-2022,0,0
CT000913,CUST28919,Operating Lease,Truck,1341442,0.0483,12,Monthly,730,East,Dealer,Closed,15-02-2016,01-08-2025,Yes,0,0,29-02-2016,0,0
CT000914,CUST64404,Loan,Equipment,767821,0.1642,36,Annually,648,North,Dealer,Active,04-07-2020,09-02-2025,Yes,0,0,04-10-2020,0,0
CT000915,CUST72624,Vehicle Insurance,Truck,1874827,0,12,Annually,563,North,Branch,Active,07-12-2017,29-07-2025,No,0,1,19-07-2017,1,1
CT000916,CUST39651,Property Insurance,Other,440614,0,12,Quarterly,736,West,Online,Closed,16-08-2021,27-08-2024,No,0,0,27-08-2021,0,0
CT000917,CUST96665,Equipment Insurance,Equipment,258833,0,12,Monthly,718,West,Broker,Closed,02-01-2022,11-01-2021,No,0,0,26-02-2022,0,0
CT000918,CUST41172,Equipment Insurance,Truck,1466856,0,12,Quarterly,492,South,Online,Active,19-01-2022,23-10-2025,No,0,0,27-01-2022,0,0
CT000919,CUST81549,Equipment Insurance,Bike,86760,0,12,Annually,562,West,Dealer,Active,02-02-2017,22-09-2025,No,0,0,23-02-2017,1,0
CT000920,CUST54875,Loan,Property,3840310,0.1288,12,Annually,674,North,Online,Defaulted,06-01-2016,20-04-2025,Yes,0,0,06-10-2016,0,0
CT000921,CUST26554,Property Insurance,Property,5874726,0,12,Annually,745,East,Online,Active,17-01-2017,11-01-2025,No,0,0,02-10-2017,0,0
CT000922,CUST12191,Equipment Insurance,Property,4816960,0,12,Monthly,624,East,Dealer,Active,07-12-2015,13-09-2025,No,0,0,17-07-2015,1,0
CT000923,CUST23125,Loan,Property,2602673,0.2324,84,Quarterly,588,South,MobileApp,Active,10-03-2019,29-09-2025,Yes,0,0,31-10-2019,0,0
CT000924,CUST78386,Loan,Bike,100836,0.0833,60,Annually,721,East,Branch,Active,12-11-2022,09-02-2025,No,0,0,12-12-2022,0,0
CT000925,CUST63788,Property Insurance,Truck,1257011,0,12,Quarterly,738,East,Branch,Active,22-05-2019,19-10-2025,No,0,0,29-05-2019,1,0
CT000926,CUST46204,Loan,Equipment,612995,0.2684,72,Annually,535,North,Dealer,Defaulted,08-06-2016,23-04-2025,Yes,0,0,22-08-2016,1,0
CT000927,CUST23449,Loan,Other,383310,0.2652,48,Annually,538,South,Online,Active,11-03-2021,26-07-2025,No,0,0,12-01-2021,0,0
CT000928,CUST45665,Operating Lease,Property,5364045,0.1534,72,Monthly,636,Central,Online,Closed,20-11-2016,24-10-2024,Yes,0,0,12-09-2016,1,0
CT000929,CUST88518,Vehicle Insurance,Equipment,1196319,0,12,Annually,756,Central,Dealer,Closed,24-09-2019,05-02-2021,No,0,0,22-10-2019,1,0
CT000930,CUST42986,Loan,Car,685903,0.0603,84,Quarterly,736,South,Broker,Active,30-12-2022,09-05-2025,Yes,0,0,01-07-2023,0,0
CT000931,CUST23626,Operating Lease,Other,41234,0.02,12,Monthly,797,East,Online,Active,17-04-2019,29-08-2025,No,0,0,20-04-2019,1,0
CT000932,CUST25397,Operating Lease,Equipment,215131,0.1065,36,Monthly,670,East,Dealer,Closed,13-06-2015,18-06-2022,Yes,0,0,07-09-2015,0,0
CT000933,CUST92328,Equipment Insurance,Car,1081209,0,12,Quarterly,472,North,Branch,Active,04-12-2018,18-10-2025,No,0,0,05-03-2018,0,0
CT000934,CUST55095,Operating Lease,Other,151702,0.0581,84,Annually,723,South,Dealer,Active,13-12-2017,09-10-2025,No,0,0,01-05-2018,0,0
CT000935,CUST62601,Operating Lease,Property,2715626,0.2753,36,Quarterly,507,Central,Broker,Active,21-07-2017,30-08-2025,Yes,0,0,08-09-2017,1,0
CT000936,CUST75168,Operating Lease,Equipment,1152033,0.1723,84,Monthly,605,North,Broker,Defaulted,20-01-2019,29-04-2025,Yes,0,0,29-01-2019,1,0
CT000937,CUST76338,Vehicle Insurance,Car,855788,0,12,Quarterly,541,West,Online,Active,24-03-2017,29-09-2025,No,0,0,15-04-2017,0,0
CT000938,CUST54585,Vehicle Insurance,Other,85797,0,12,Monthly,495,South,MobileApp,Active,18-04-2018,24-09-2025,No,0,0,05-05-2018,1,0
CT000939,CUST30317,Loan,Truck,1305786,0.1912,72,Annually,610,East,Broker,Active,12-09-2019,17-11-2025,Yes,0,0,01-04-2020,1,0
CT000940,CUST67534,Loan,Property,4576589,0.1951,48,Annually,599,East,Online,Active,07-07-2021,10-01-2025,Yes,0,0,29-07-2021,1,0
CT000941,CUST57706,Loan,Bike,38740,0.0705,72,Monthly,737,South,MobileApp,Active,11-12-2015,22-08-2025,No,0,0,29-11-2015,0,0
CT000942,CUST85885,Vehicle Insurance,Property,5174484,0,12,Annually,761,Central,Dealer,Active,07-08-2018,20-08-2025,No,0,0,25-07-2018,0,0
CT000943,CUST39355,Operating Lease,Property,5180063,0.2272,12,Monthly,557,East,Branch,Active,22-11-2019,28-08-2025,Yes,0,0,12-03-2019,1,0
CT000944,CUST72472,Loan,Bike,128515,0.1379,72,Quarterly,675,West,Branch,Active,23-04-2015,11-02-2025,No,0,0,14-05-2015,0,0
CT000945,CUST69259,Operating Lease,Property,5010176,0.0915,24,Monthly,693,West,Online,Closed,26-07-2019,18-08-2023,Yes,0,0,27-07-2019,0,0
CT000946,CUST56969,Operating Lease,Other,358084,0.2301,72,Monthly,538,West,Branch,Active,22-10-2016,14-08-2025,No,0,0,27-10-2016,1,0
CT000947,CUST13864,Operating Lease,Other,194911,0.0921,84,Quarterly,672,South,Branch,Active,05-06-2019,08-03-2025,No,0,0,05-09-2019,1,0
CT000948,CUST50789,Loan,Bike,72662,0.1258,24,Quarterly,683,West,Broker,Active,07-03-2019,11-09-2025,No,0,0,27-07-2019,0,0
CT000949,CUST22324,Loan,Bike,52904,0.1568,24,Quarterly,650,North,Dealer,Defaulted,27-01-2016,17-08-2025,No,0,0,02-05-2016,0,0
CT000950,CUST13624,Loan,Property,5841902,0.0739,24,Annually,718,South,Branch,Active,08-02-2020,31-07-2025,Yes,0,0,08-06-2020,0,0
CT000951,CUST88606,Equipment Insurance,Truck,1591659,0,12,Annually,736,North,Online,Active,09-09-2020,23-07-2025,No,0,0,10-09-2020,0,0
CT000952,CUST25765,Operating Lease,Car,878571,0.2121,24,Quarterly,566,North,Dealer,Active,31-07-2020,10-07-2025,Yes,0,0,21-08-2020,0,0
CT000953,CUST81824,Loan,Bike,97969,0.1016,24,Monthly,705,Central,Dealer,Active,08-02-2016,10-05-2025,No,0,0,31-08-2016,0,0
CT000954,CUST72970,Loan,Property,3757663,0.1501,60,Annually,644,Central,Branch,Active,25-04-2021,09-11-2025,Yes,0,0,05-04-2021,0,0
CT000955,CUST51984,Operating Lease,Equipment,526157,0.1408,12,Quarterly,635,West,Online,Active,25-03-2019,09-09-2025,Yes,0,0,04-06-2019,0,0
CT000956,CUST50094,Vehicle Insurance,Truck,1042576,0,12,Annually,677,West,Dealer,Active,01-01-2016,28-10-2025,No,0,0,24-01-2016,0,0
CT000957,CUST16285,Operating Lease,Property,5327113,0.2457,84,Annually,549,North,Online,Closed,08-03-2015,23-05-2024,Yes,0,0,24-08-2015,0,0
CT000958,CUST15861,Vehicle Insurance,Car,662255,0,12,Monthly,645,East,Branch,Closed,13-04-2017,04-03-2023,No,240777.84,1,05-05-2017,0,1
CT000959,CUST25247,Loan,Truck,1063641,0.0629,84,Monthly,745,Central,Dealer,Active,17-05-2019,14-11-2025,Yes,0,0,06-05-2019,1,0
CT000960,CUST42266,Vehicle Insurance,Other,213046,0,12,Annually,660,Central,Online,Active,22-06-2018,28-09-2025,No,0,0,07-05-2018,0,0
CT000961,CUST64216,Operating Lease,Property,3881250,0.0463,72,Annually,735,Central,Branch,Active,02-12-2015,11-03-2025,Yes,0,0,19-02-2015,0,0
CT000962,CUST19243,Loan,Bike,86986,0.1594,72,Quarterly,640,North,Dealer,Defaulted,16-11-2016,09-10-2023,No,0,0,12-03-2016,0,0
CT000963,CUST47544,Vehicle Insurance,Truck,1788309,0,12,Quarterly,668,South,Dealer,Active,21-12-2015,15-11-2025,No,0,0,24-12-2015,0,0
CT000964,CUST24602,Vehicle Insurance,Car,443469,0,12,Monthly,765,Central,Branch,Closed,17-09-2017,17-01-2022,No,0,0,16-10-2017,0,0
CT000965,CUST76010,Equipment Insurance,Bike,41763,0,12,Quarterly,780,West,Branch,Active,24-10-2017,30-09-2025,No,0,0,23-11-2017,1,0
CT000966,CUST48247,Vehicle Insurance,Equipment,823328,0,12,Annually,667,South,Dealer,Active,14-04-2015,14-10-2025,No,0,0,18-04-2015,0,0
CT000967,CUST81712,Operating Lease,Property,3820536,0.1682,72,Annually,609,North,Branch,Active,26-11-2016,11-06-2025,Yes,0,0,26-11-2016,1,0
CT000968,CUST59966,Loan,Truck,1398359,0.1834,12,Quarterly,610,North,Online,Defaulted,17-01-2022,05-01-2023,Yes,0,0,02-04-2022,1,0
CT000969,CUST94513,Loan,Equipment,710478,0.2416,36,Monthly,555,West,Online,Defaulted,14-11-2021,18-04-2024,Yes,0,0,12-01-2021,0,0
CT000970,CUST57203,Property Insurance,Truck,1583788,0,12,Quarterly,636,South,Dealer,Closed,16-02-2019,25-10-2022,No,0,0,16-03-2019,1,0
CT000971,CUST80975,Equipment Insurance,Equipment,569131,0,12,Quarterly,712,North,Dealer,Closed,09-08-2019,05-10-2023,No,0,0,29-09-2019,0,0
CT000972,CUST62282,Operating Lease,Other,221428,0.2411,84,Quarterly,539,North,Branch,Active,24-05-2022,08-01-2025,No,0,0,13-06-2022,0,0
CT000973,CUST50225,Operating Lease,Property,5533019,0.1572,12,Annually,627,North,Branch,Active,16-08-2019,30-10-2025,Yes,0,0,14-09-2019,1,0
CT000974,CUST77829,Operating Lease,Other,445260,0.0391,36,Monthly,754,Central,Branch,Closed,12-06-2016,03-03-2022,No,0,0,19-12-2016,0,0
CT000975,CUST51483,Loan,Property,3964157,0.2002,72,Monthly,591,Central,Branch,Active,13-12-2020,11-09-2025,Yes,0,0,01-11-2021,0,0
CT000976,CUST16914,Vehicle Insurance,Truck,2076778,0,12,Quarterly,741,South,MobileApp,Closed,13-06-2018,30-09-2020,No,0,0,23-06-2018,0,0
CT000977,CUST32966,Loan,Car,795847,0.1739,60,Annually,625,North,Online,Active,20-12-2020,20-09-2025,Yes,0,0,01-11-2021,0,0
CT000978,CUST42688,Loan,Equipment,676559,0.0237,48,Quarterly,783,Central,Branch,Defaulted,20-04-2020,17-09-2023,Yes,0,0,05-04-2020,0,0
CT000979,CUST86662,Equipment Insurance,Property,3966249,0,12,Annually,604,East,Branch,Closed,11-09-2018,20-08-2024,No,0,0,30-11-2018,0,0
CT000980,CUST61592,Loan,Other,257957,0.1244,36,Monthly,684,Central,Dealer,Active,08-06-2018,17-09-2025,No,0,0,09-03-2018,0,0
CT000981,CUST87374,Loan,Property,4452641,0.2514,48,Annually,534,South,Online,Defaulted,04-07-2015,20-12-2024,Yes,0,0,15-04-2015,1,0
CT000982,CUST68842,Vehicle Insurance,Other,615334,0,12,Monthly,755,North,Dealer,Active,25-11-2015,09-01-2025,No,0,0,13-12-2015,0,0
CT000983,CUST12518,Loan,Other,175836,0.1683,72,Quarterly,618,North,Online,Active,01-12-2018,08-02-2025,No,0,0,02-03-2018,0,0
CT000984,CUST54843,Loan,Car,956653,0.1705,72,Annually,630,West,Online,Closed,17-01-2020,24-07-2020,Yes,0,0,20-01-2020,0,0
CT000985,CUST13015,Loan,Truck,1070014,0.1022,84,Quarterly,699,South,Branch,Defaulted,24-12-2015,18-05-2023,Yes,0,0,22-01-2016,0,0
CT000986,CUST90931,Vehicle Insurance,Bike,65932,0,12,Monthly,669,East,MobileApp,Closed,16-06-2022,18-03-2021,No,0,0,18-06-2022,0,0
CT000987,CUST22004,Vehicle Insurance,Equipment,752676,0,12,Annually,707,West,Branch,Closed,08-05-2018,13-08-2022,No,0,0,08-10-2018,0,0
CT000988,CUST71500,Operating Lease,Car,392166,0.0828,24,Annually,702,Central,Branch,Active,21-12-2016,26-10-2025,Yes,0,0,01-12-2017,0,0
CT000989,CUST19932,Loan,Other,339690,0.2423,36,Quarterly,565,Central,Dealer,Active,23-08-2021,26-09-2025,No,0,0,09-03-2021,1,0
CT000990,CUST41558,Loan,Truck,1184531,0.253,12,Annually,556,West,MobileApp,Active,22-09-2015,11-12-2025,Yes,0,0,18-10-2015,0,0
CT000991,CUST66373,Loan,Bike,66116,0.0505,72,Quarterly,740,North,Dealer,Active,30-10-2022,10-10-2025,No,0,0,22-11-2022,0,0
CT000992,CUST72973,Property Insurance,Truck,1001083,0,12,Quarterly,548,South,Online,Active,23-07-2017,30-07-2025,No,0,0,21-08-2017,0,0
CT000993,CUST62853,Operating Lease,Car,830915,0.154,84,Quarterly,611,East,Branch,Active,25-07-2016,31-10-2025,Yes,0,0,25-07-2016,0,0
CT000994,CUST66935,Loan,Equipment,999881,0.0798,36,Quarterly,726,East,Branch,Active,09-05-2016,30-10-2025,Yes,0,0,10-05-2016,0,0
CT000995,CUST82001,Operating Lease,Truck,1735298,0.1391,72,Annually,640,North,Dealer,Active,19-06-2020,10-09-2025,Yes,0,0,07-08-2020,1,0
CT000996,CUST47921,Operating Lease,Car,922520,0.02,72,Quarterly,774,East,Online,Active,15-06-2018,09-01-2025,Yes,0,0,18-06-2018,0,0
CT000997,CUST88527,Vehicle Insurance,Truck,1642789,0,12,Monthly,682,South,Dealer,Active,22-02-2019,27-09-2025,No,0,0,24-03-2019,0,0
CT000998,CUST52755,Vehicle Insurance,Property,5447405,0,12,Annually,841,West,MobileApp,Active,27-10-2018,10-09-2025,No,0,0,25-11-2018,0,0
CT000999,CUST40005,Operating Lease,Car,724109,0.1272,60,Quarterly,652,South,Broker,Active,07-07-2018,09-01-2025,Yes,0,0,23-07-2018,0,0
CT001000,CUST74348,Loan,Equipment,810460,0.424,84,Quarterly,396,Central,MobileApp,Closed,15-05-2019,08-03-2024,Yes,0,0,06-08-2019,1,0
CT001001,CUST17736,Vehicle Insurance,Equipment,942022,0,12,Annually,566,South,Branch,Active,20-04-2021,10-10-2025,No,215725.79,1,05-07-2021,0,1
CT001002,CUST36222,Vehicle Insurance,Truck,1807334,0,12,Monthly,597,East,Online,Closed,14-11-2020,19-06-2021,No,0,0,22-11-2020,1,0
CT001003,CUST36770,Operating Lease,Bike,63952,0.121,84,Annually,660,North,Dealer,Active,19-03-2020,30-10-2025,No,0,0,04-12-2020,0,0
CT001004,CUST51168,Operating Lease,Truck,1351910,0.0879,24,Quarterly,696,East,Branch,Defaulted,30-07-2021,17-03-2023,Yes,0,0,14-08-2021,0,0
CT001005,CUST58342,Vehicle Insurance,Other,10000,0,12,Quarterly,597,Central,Online,Active,19-08-2018,29-08-2025,No,0,0,09-06-2018,0,0
CT001006,CUST84518,Operating Lease,Car,967986,0.0768,24,Monthly,707,North,Dealer,Active,27-07-2016,20-10-2025,Yes,0,0,08-07-2016,0,0
CT001007,CUST56803,Operating Lease,Car,1055800,0.108,48,Monthly,670,South,Dealer,Closed,19-11-2020,27-04-2022,Yes,0,0,25-11-2020,0,0
CT001008,CUST68785,Loan,Other,354412,0.241,60,Quarterly,567,West,Broker,Active,31-08-2022,22-10-2025,No,0,0,09-01-2022,0,0
CT001009,CUST38704,Loan,Other,203983,0.0422,48,Annually,758,Central,Branch,Active,07-08-2022,16-11-2025,No,0,0,30-07-2022,1,0
CT001010,CUST64386,Loan,Equipment,1123560,0.0877,36,Monthly,709,North,Online,Active,30-01-2015,27-07-2025,Yes,0,0,02-05-2015,0,0
CT001011,CUST29956,Loan,Bike,10000,0.2408,48,Quarterly,562,Central,Dealer,Closed,23-09-2020,16-12-2023,No,0,0,10-03-2020,0,0
CT001012,CUST44123,Vehicle Insurance,Other,184801,0,12,Monthly,673,West,Online,Closed,14-07-2022,22-03-2023,No,0,0,08-12-2022,0,0
CT001013,CUST36946,Vehicle Insurance,Property,3913385,0,12,Quarterly,683,West,Online,Closed,27-05-2018,06-07-2020,No,0,0,06-12-2018,0,0
CT001014,CUST13121,Loan,Other,192220,0.1906,72,Monthly,608,North,Branch,Active,05-11-2019,15-08-2025,No,0,0,26-05-2019,0,0
CT001015,CUST72937,Equipment Insurance,Car,984795,0,12,Monthly,485,South,MobileApp,Active,29-11-2021,08-02-2025,No,0,0,28-12-2021,0,0
CT001016,CUST10001,Loan,Bike,42123,0.1646,72,Monthly,628,South,Online,Defaulted,31-05-2017,08-05-2024,No,0,0,13-06-2017,0,0
CT001017,CUST95672,Loan,Equipment,782918,0.0946,12,Quarterly,702,West,Broker,Closed,18-04-2017,22-03-2025,Yes,0,0,18-04-2017,1,0
CT001018,CUST24756,Operating Lease,Bike,99002,0.2384,72,Monthly,538,East,Broker,Closed,04-03-2015,14-07-2024,No,0,0,15-04-2015,1,0
CT001019,CUST98869,Operating Lease,Car,565074,0.1086,12,Annually,683,North,Online,Active,20-06-2021,15-10-2025,Yes,0,0,13-07-2021,0,0
CT001020,CUST72805,Loan,Other,172422,0.1545,84,Quarterly,637,North,Online,Defaulted,01-09-2020,23-01-2024,No,0,0,02-08-2020,0,0
CT001021,CUST74032,Operating Lease,Equipment,1004065,0.13,24,Annually,648,South,Branch,Active,02-08-2021,09-10-2025,Yes,0,0,18-02-2021,0,0
CT001022,CUST93796,Property Insurance,Bike,58481,0,12,Quarterly,723,North,Online,Active,27-08-2016,28-09-2025,No,0,0,29-08-2016,0,0
CT001023,CUST88925,Operating Lease,Property,4995791,0.0639,24,Monthly,697,South,Online,Active,18-08-2022,31-08-2025,Yes,0,0,28-08-2022,0,0
CT001024,CUST80806,Vehicle Insurance,Equipment,549584,0,12,Annually,657,North,Broker,Active,12-01-2015,14-11-2025,No,0,0,19-12-2015,0,0
